code_id,scene_id,original_scene_id,trip_id,substance,block,rater,coder_name,item_id,item_path,level_1,level_2,level_3,is_scene_level,scope_normalised,trip_level_multiplicity,excerpt,scene_rater_status,scene_verdict,scene_verdict_flavour,scene_canonical_desc,scene_span_start,scene_span_end
C001196,Psilocybe_13_S07_B_RCL,,Psilocybe_13,psilocybin,11-20,B,Susana,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_B,AMBIGUITY,2a,House is very psychedelic and trippy,4418,4520
C001197,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001198,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001199,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001201,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001202,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001203,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_inorganic_entity_earth_river_sky_cloud,"Visual hallucination | Inorganic entity | Earth, river, sky, cloud",Visual hallucination,Inorganic entity,"Earth, river, sky, cloud",True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001204,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001205,Psilocybe_13_S08_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Blankets are clouds with little machines running through them; wood floors and dresser become rave of moving lines,4569,4760
C001206,Psilocybe_13_S09_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Has ape hands; sees memory of himself as an ape eating mushrooms,4773,5140
C001207,Psilocybe_13_S09_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,Has ape hands; sees memory of himself as an ape eating mushrooms,4773,5140
C001208,Psilocybe_13_S09_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,visual_hallucination_plant_mushroom_fungus,"Visual hallucination | Plant | Mushroom, fungus",Visual hallucination,Plant,"Mushroom, fungus",True,False,1,,both,CONVERGENT,,Has ape hands; sees memory of himself as an ape eating mushrooms,4773,5140
C001210,Psilocybe_13_S09_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Has ape hands; sees memory of himself as an ape eating mushrooms,4773,5140
C001211,Psilocybe_13_S09_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,Has ape hands; sees memory of himself as an ape eating mushrooms,4773,5140
C001212,Psilocybe_13_S10_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,type_of_visual_alteration_hallucination_of_an_incrusted_object,Type of visual alteration | Hallucination of an incrusted object,Type of visual alteration,Hallucination of an incrusted object,,True,False,1,,both,CONVERGENT,,"Orange splits into two halves that become two brains (smaller old, larger new)",5144,5400
C001213,,Psilocybe_13_S10_AB,Psilocybe_13,psilocybin,11-20,A,Francesco,dynamics_of_the_hallucination_object_constancy,Dynamics of the hallucination | Object constancy,Dynamics of the hallucination,Object constancy,,False,True,1,,,,,,,
C001214,Psilocybe_13_S10_AB,,Psilocybe_13,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Orange splits into two halves that become two brains (smaller old, larger new)",5144,5400
C001215,Psilocybe_13_S10_AB,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),True,False,1,,both,CONVERGENT,,"Orange splits into two halves that become two brains (smaller old, larger new)",5144,5400
C001216,Psilocybe_13_S11_B_RCL,,Psilocybe_13,psilocybin,11-20,B,Susana,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,only_B,MISS,,Room bursts into million colors and crazy patterns,5522,5600
C001217,Psilocybe_13_S12_B_RCL,,Psilocybe_13,psilocybin,11-20,B,Susana,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_B,MISS,,Peeled banana has streaks of red and purple (tie-dye colors),6893,7000
C001219,Psilocybe_13_S12_B_RCL,,Psilocybe_13,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,only_B,MISS,,Peeled banana has streaks of red and purple (tie-dye colors),6893,7000
C001220,Psilocybe_13_S13_A_RCL,,Psilocybe_13,psilocybin,11-20,A,Francesco,tactile_hallucination_other,Tactile hallucination | Other,Tactile hallucination,Other,,True,False,1,,only_A,AMBIGUITY,2b,Feels electricity in the back of his head during storm,7196,7300
C001221,,,Psilocybe_13,psilocybin,11-20,A,Francesco,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,never had a moment of anxiety or sadness,,,,,,
C001222,,,Psilocybe_13,psilocybin,11-20,A,Francesco,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,False,1,guilt for being selfish,,,,,,
C001223,,,Psilocybe_13,psilocybin,11-20,A,Francesco,insight_existential,Insight | Existential,Insight,Existential,,False,False,1,wife and I shared part of our soul,,,,,,
C001224,,,Psilocybe_13,psilocybin,11-20,B,Susana,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,supreme love throughout,,,,,,
C001225,Psilocybe_14_S01_A_RCL,,Psilocybe_14,psilocybin,11-20,A,Francesco,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,only_A,AMBIGUITY,2a,First flashes of pastel colors dance behind eyelids,687,790
C001226,Psilocybe_14_S01_A_RCL,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,only_A,AMBIGUITY,2a,First flashes of pastel colors dance behind eyelids,687,790
C001227,,Psilocybe_14_S01_A_RCL,Psilocybe_14,psilocybin,11-20,A,Francesco,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,True,2,,,,,,,
C001228,Psilocybe_14_S01_A_RCL,,Psilocybe_14,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_A,AMBIGUITY,2a,First flashes of pastel colors dance behind eyelids,687,790
C001229,Psilocybe_14_S02_B_SOMA,,Psilocybe_14,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_possible_and_probable_event,Modal status of the hallucination | Possible and probable event,Modal status of the hallucination,Possible and probable event,,True,False,1,,only_B,AMBIGUITY,2b,Strange irregularity in heartbeat / cardiac arrhythmia feeling,795,900
C001230,Psilocybe_14_S03_B_RCL,,Psilocybe_14,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,only_B,AMBIGUITY,2b,Realizes 'it was my turn to die',1285,1400
C001231,,Psilocybe_14_S03_B_RCL,Psilocybe_14,psilocybin,11-20,B,Susana,sense_of_reality_delusional,Sense of reality | Delusional,Sense of reality,Delusional,,False,True,1,,,,,,,
C001232,Psilocybe_14_S04_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,nonsensory_hallucination_other,Nonsensory hallucination | Other,Nonsensory hallucination,Other,,True,False,1,,both,CONVERGENT,,Horrific feeling of being violated and examined by invisible forces,2191,2500
C001233,Psilocybe_14_S04_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,nonsensory_hallucination_other,Nonsensory hallucination | Other,Nonsensory hallucination,Other,,True,False,1,,both,CONVERGENT,,Horrific feeling of being violated and examined by invisible forces,2191,2500
C001234,Psilocybe_14_S04_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Horrific feeling of being violated and examined by invisible forces,2191,2500
C001235,Psilocybe_14_S04_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Horrific feeling of being violated and examined by invisible forces,2191,2500
C001236,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001237,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001238,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001239,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001240,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001241,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001243,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001244,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001245,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001246,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,visual_hallucination_artefact_vehicle,Visual hallucination | Artefact | Vehicle,Visual hallucination,Artefact,Vehicle,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001247,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,visual_hallucination_animal_mammal,Visual hallucination | Animal | Mammal,Visual hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001248,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,visual_hallucination_animal_other,Visual hallucination | Animal | Other,Visual hallucination,Animal,Other,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001249,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,visual_hallucination_extraordinary_entity_spirit,Visual hallucination | Extraordinary entity | Spirit,Visual hallucination,Extraordinary entity,Spirit,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001250,Psilocybe_14_S05_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Stream of terrifying imagery spreads all around: occult symbols, sigils, hieroglyphs, cuneiform, flaming chariots, horned goats, snakes, angels",2730,3000
C001251,Psilocybe_14_S06_AB,,Psilocybe_14,psilocybin,11-20,A,Francesco,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,"Ink appears to touch paper before pen hits, letters spill in slow motion, page looks made of radiant liquid light",4351,4600
C001252,Psilocybe_14_S06_AB,,Psilocybe_14,psilocybin,11-20,B,Susana,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,"Ink appears to touch paper before pen hits, letters spill in slow motion, page looks made of radiant liquid light",4351,4600
C001253,,,Psilocybe_14,psilocybin,11-20,A,Francesco,own_body_distortion,Own body distortion,Own body distortion,,,False,False,1,"heart explode, body trembling; body felt like foreign object",,,,,,
C001254,,,Psilocybe_14,psilocybin,11-20,A,Francesco,emotion_negative_emotion,Emotion | Negative emotion,Emotion,Negative emotion,,False,False,1,fear; all I wanted was to be dead,,,,,,
C001255,,,Psilocybe_14,psilocybin,11-20,A,Francesco,emotion_positive_emotion,Emotion | Positive emotion,Emotion,Positive emotion,,False,False,1,"ecstatic stupor, awe",,,,,,
C001256,,,Psilocybe_14,psilocybin,11-20,A,Francesco,sensory_delight_visual_other,Sensory delight | Visual | Other,Sensory delight,Visual,Other,False,False,1,simultaneously beautiful and hideous beyond words,,,,,,
C001257,,,Psilocybe_14,psilocybin,11-20,A,Francesco,sense_of_surprise_and_unexpectedness,Sense of surprise and unexpectedness,Sense of surprise and unexpectedness,,,False,False,1,seeing room for the first time,,,,,,
C001258,,,Psilocybe_14,psilocybin,11-20,A,Francesco,insight_metaphysical,Insight | Metaphysical,Insight,Metaphysical,,False,False,1,everyone on Earth suffers from disease of history; life is mystery; every object is a story,,,,,,
C001259,,,Psilocybe_14,psilocybin,11-20,A,Francesco,insight_existential,Insight | Existential,Insight,Existential,,False,False,1,running away from everything good,,,,,,
C001260,,,Psilocybe_14,psilocybin,11-20,B,Susana,insight_existential,Insight | Existential,Insight,Existential,,False,False,1,"my turn to die; death has many layers, arduous process",,,,,,
C001261,Psilocybe_15_S01_A_RCL,,Psilocybe_15,psilocybin,11-20,A,Francesco,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_A,MISS,,"Looking into tree, limbs seem to pull away from him and each other",855,960
C001262,Psilocybe_15_S02_A_RCL,,Psilocybe_15,psilocybin,11-20,A,Francesco,nonsensory_hallucination_inorganic_entity,Nonsensory hallucination | Inorganic entity,Nonsensory hallucination,Inorganic entity,,True,False,1,,only_A,AMBIGUITY,2b,"Sun has awesome presence: warm, powerful, God-like",1098,1200
C001263,Psilocybe_15_S03_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,only_B,GRANULARITY,,"Scenery changed, nothing sits in space normally, nothing stationary",1513,1630
C001264,,Psilocybe_15_S03_B_RCL,Psilocybe_15,psilocybin,11-20,B,Susana,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,True,2,,,,,,,
C001265,Psilocybe_15_S03_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_B,GRANULARITY,,"Scenery changed, nothing sits in space normally, nothing stationary",1513,1630
C001266,Psilocybe_15_S04_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,Rush of geometric flowing orange/yellow/red patterns behind eyelids,1630,1810
C001267,Psilocybe_15_S04_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,Rush of geometric flowing orange/yellow/red patterns behind eyelids,1630,1810
C001268,,Psilocybe_15_S04_AB,Psilocybe_15,psilocybin,11-20,A,Francesco,dynamics_of_the_hallucination_no_object_constancy,Dynamics of the hallucination | No object constancy,Dynamics of the hallucination,No object constancy,,False,True,3,,,,,,,
C001269,Psilocybe_15_S04_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Rush of geometric flowing orange/yellow/red patterns behind eyelids,1630,1810
C001270,Psilocybe_15_S04_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,visual_hallucination_geometrical_pattern,Visual hallucination | Geometrical pattern,Visual hallucination,Geometrical pattern,,True,False,1,,both,CONVERGENT,,Rush of geometric flowing orange/yellow/red patterns behind eyelids,1630,1810
C001271,Psilocybe_15_S05_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,both,CONVERGENT,,"Sees images of Buddha, Jesus and other unidentified figures",1807,2000
C001272,Psilocybe_15_S05_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,visual_hallucination_extraordinary_entity_other,Visual hallucination | Extraordinary entity | Other,Visual hallucination,Extraordinary entity,Other,True,False,1,,both,CONVERGENT,,"Sees images of Buddha, Jesus and other unidentified figures",1807,2000
C001274,Psilocybe_15_S05_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,"Sees images of Buddha, Jesus and other unidentified figures",1807,2000
C001275,Psilocybe_15_S05_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,visual_hallucination_extraordinary_entity_god,Visual hallucination | Extraordinary entity | God,Visual hallucination,Extraordinary entity,God,True,False,1,,both,CONVERGENT,,"Sees images of Buddha, Jesus and other unidentified figures",1807,2000
C001276,Psilocybe_15_S06_A_RCL,,Psilocybe_15,psilocybin,11-20,A,Francesco,nonsensory_hallucination_human,Nonsensory hallucination | Human,Nonsensory hallucination,Human,,True,False,1,,only_A,MISS,,Friends' yells reverberate and he felt them all around him,2523,2640
C001277,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,type_of_visual_alteration_hallucination_of_a_detached_object,Type of visual alteration | Hallucination of a detached object,Type of visual alteration,Hallucination of a detached object,,True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001278,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,visual_hallucination_human_others,Visual hallucination | Human | Other(s),Visual hallucination,Human,Other(s),True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001279,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,visual_hallucination_plant_tree_shrub,"Visual hallucination | Plant | Tree, shrub",Visual hallucination,Plant,"Tree, shrub",True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001281,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001282,,Psilocybe_15_S07_AB,Psilocybe_15,psilocybin,11-20,A,Francesco,sensory_delight_visual_nature,Sensory delight | Visual | Nature,Sensory delight,Visual,Nature,False,True,1,,,,,,,
C001283,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001284,Psilocybe_15_S07_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,both,CONVERGENT,,Sees reflections of himself on either side; bush and tree multiply infinitely,2642,3000
C001285,Psilocybe_15_S08_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,auditory_hallucination_human_others,Auditory hallucination | Human | Other(s),Auditory hallucination,Human,Other(s),True,False,1,,both,CONVERGENT,,Asks 'Who am I?' and hears inner voices answering 'Gregg Dix' through to 'no one',3047,3260
C001286,,Psilocybe_15_S08_AB,Psilocybe_15,psilocybin,11-20,A,Francesco,ego_dissolution_social_self,Ego dissolution | Social self,Ego dissolution,Social self,,False,True,2,,,,,,,
C001287,Psilocybe_15_S08_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,auditory_hallucination_human_others,Auditory hallucination | Human | Other(s),Auditory hallucination,Human,Other(s),True,False,1,,both,CONVERGENT,,Asks 'Who am I?' and hears inner voices answering 'Gregg Dix' through to 'no one',3047,3260
C001288,Psilocybe_15_S08_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_possible_but_improbable_event,Modal status of the hallucination | Possible but improbable event,Modal status of the hallucination,Possible but improbable event,,True,False,1,,both,CONVERGENT,,Asks 'Who am I?' and hears inner voices answering 'Gregg Dix' through to 'no one',3047,3260
C001289,Psilocybe_15_S09_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,type_of_visual_alteration_full_blown_immersive_hallucination,Type of visual alteration | Full-blown immersive hallucination,Type of visual alteration,Full-blown immersive hallucination,,True,False,1,,only_B,AMBIGUITY,2b,"Enters strange world in head filled with language, numbers, confusion",5125,5240
C001290,Psilocybe_15_S09_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,visual_hallucination_artefact_other,Visual hallucination | Artefact | Other,Visual hallucination,Artefact,Other,True,False,1,,only_B,AMBIGUITY,2b,"Enters strange world in head filled with language, numbers, confusion",5125,5240
C001291,Psilocybe_15_S10_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,nonsensory_hallucination_human,Nonsensory hallucination | Human,Nonsensory hallucination,Human,,True,False,1,,only_B,AMBIGUITY,2b,Everything in life was elaborate lie; was primitive mind; became one with something else,5238,5500
C001292,Psilocybe_15_S10_B_RCL,,Psilocybe_15,psilocybin,11-20,B,Susana,modal_status_of_the_hallucination_impossible_event,Modal status of the hallucination | Impossible event,Modal status of the hallucination,Impossible event,,True,False,1,,only_B,AMBIGUITY,2b,Everything in life was elaborate lie; was primitive mind; became one with something else,5238,5500
C001293,Psilocybe_15_S11_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,auditory_hallucination_animal_mammal,Auditory hallucination | Animal | Mammal,Auditory hallucination,Animal,Mammal,True,False,1,,both,CONVERGENT,,Yelps of coyotes and reverberating auditory hallucinations during sunset,5784,5900
C001294,Psilocybe_15_S11_AB,,Psilocybe_15,psilocybin,11-20,B,Susana,auditory_hallucination_animal_other,Auditory hallucination | Animal | Other,Auditory hallucination,Animal,Other,True,False,1,,both,CONVERGENT,,Yelps of coyotes and reverberating auditory hallucinations during sunset,5784,5900
C001295,Psilocybe_15_S12_AB,,Psilocybe_15,psilocybin,11-20,A,Francesco,type_of_visual_alteration_illusion,Type of visual alteration | Illusion,Type of visual alteration,Illusion,,True,False,1,,both,CONVERGENT,,Runs thinking Jeff is make-believe; everything around bends and melts,5968,6100
